timestamp	price	qty
1726500204	24528.84	75
1726500204	24527.55	150
1726500204	24527.69	50
1726500205	24529.8	100
1726500205	24528.44	25
1726500205	24527.42	100
1726500205	24528.31	50
1726500205	24525.39	75
1726500206	24527.14	150
1726500206	24528.19	50
1726500206	24526.24	100
1726500206	24528.2	150
1726500206	24527.17	100
1726500207	24528.18	50
1726500207	24531.07	100
1726500207	24530.01	50
1726500207	24527.06	100
1726500207	24525.47	75
1726500208	24528.19	75
1726500208	24528.69	150
1726500208	24525.76	75
1726500208	24526.91	25
1726500208	24527.92	100
1726500209	24526.76	100
1726500209	24527.88	75
1726500209	24529.02	75
1726500209	24528.22	50
1726500209	24526.54	50
1726500210	24526.41	100
1726500210	24527.89	150
1726500210	24527.14	150
1726500210	24529.61	150
1726500210	24531.43	50
1726500211	24533	150
1726500211	24535.24	25
1726500211	24535.39	150
1726500211	24536.61	25
1726500211	24539.11	25
1726500212	24536.48	150
1726500212	24538.9	50
1726500212	24539.34	50
1726500212	24537.33	150
1726500212	24536.98	50
1726500213	24538.28	100
1726500213	24535.82	150
1726500213	24535.5	25
1726500213	24535.22	150
1726500213	24534.71	150
1726500214	24532.06	100
1726500214	24533.09	75
1726500214	24534.43	100
1726500214	24532.96	25
1726500214	24534.43	150
1726500215	24531.87	100
1726500215	24530.94	25
1726500215	24531.19	25
1726500215	24533.79	25
1726500215	24536.71	100
1726500216	24533.9	100
1726500216	24531.98	50
1726500216	24533.58	100
1726500216	24532.82	100
1726500216	24532.51	100
1726500217	24531.77	150
1726500217	24529.57	75
1726500217	24527.28	150
1726500217	24526.64	50
1726500217	24528	50
1726500218	24530.01	25
1726500218	24532.88	100
1726500218	24533.92	150
1726500218	24533.47	100
1726500218	24535.41	50
1726500219	24535.17	50
1726500219	24533.83	25
1726500219	24531.02	100
1726500219	24531.71	25
1726500219	24530.15	25
1726500220	24527.76	25
1726500220	24527.44	25
1726500220	24525.91	25
1726500220	24525.32	50
1726500220	24525.56	25
1726500221	24523.4	75
1726500221	24521.8	150
1726500221	24520.72	150
1726500221	24522.35	75
1726500221	24520.77	50
1726500222	24523.69	150
1726500222	24522.01	75
1726500222	24520.67	150
1726500222	24523.36	50
1726500222	24524.11	100
1726500223	24524.45	25
1726500223	24527.28	100
1726500223	24529	75
1726500223	24530.17	100
1726500223	24528.07	100
1726500224	24526.17	150
1726500224	24526.01	50
1726500224	24524.82	50
1726500224	24526.65	25
1726500224	24527.03	100
1726500225	24527.37	50
1726500225	24526.7	75
1726500225	24524.92	25
1726500225	24527.45	75
1726500225	24525.01	50
1726500226	24522.32	100
1726500226	24523.36	150
1726500226	24520.6	25
1726500226	24518.73	150
1726500226	24520.07	150
1726500227	24518.37	50
1726500227	24520.59	75
1726500227	24519.41	25
1726500227	24517.68	50
1726500227	24520.45	25
1726500228	24521.94	100
1726500228	24524.42	150
1726500228	24525.64	100
1726500228	24528.14	150
1726500228	24527.06	75
1726500229	24526.35	150
1726500229	24527.24	75
1726500229	24525.81	150
1726500229	24528.11	100
1726500229	24525.7	100
1726500230	24527.27	75
1726500230	24529.75	75
1726500230	24528.63	25
1726500230	24529.01	50
1726500230	24530.46	25
1726500231	24529.02	150
1726500231	24529.49	100
1726500231	24528.27	50
1726500231	24527.24	100
1726500231	24527.66	50
1726500232	24527.66	75
1726500232	24526.2	100
1726500232	24529	100
1726500232	24528.77	75
1726500232	24526.78	150
1726500233	24526.71	150
1726500233	24529.65	25
1726500233	24529.8	25
1726500233	24532.47	25
